1_0	0.19392108917236328	0.014341354370117188
1_1	0.00914907455444336	0.01041269302368164
1_2	0.012269258499145508	0.010272026062011719
1_3	0.00992441177368164	0.011897802352905273
1_4	0.00966334342956543	0.009428024291992188
1_5	0.00921487808227539	0.009951353073120117
1_6	0.009223222732543945	0.009321451187133789
1_7	0.010020256042480469	0.010030269622802734
1_8	0.016165494918823242	0.013603687286376953
1_9	0.009345293045043945	0.009441375732421875
1_10	0.2051393985748291	0.010473012924194336
2_0	0.010288000106811523	0.013267755508422852
2_1	0.010590553283691406	0.01002359390258789
2_2	0.009612798690795898	0.009604454040527344
2_3	0.009344100952148438	0.00994110107421875
2_4	0.009685754776000977	0.009924650192260742
2_5	0.009625434875488281	0.009608030319213867
2_6	0.010534286499023438	0.010917425155639648
2_7	0.009475469589233398	0.009291887283325195
2_8	0.009914159774780273	0.009865760803222656
2_9	0.009575366973876953	0.009572267532348633
2_10	-1.0	0.009646177291870117
3_0	0.05812191963195801	0.05630373954772949
3_1	0.05702066421508789	0.05702781677246094
3_2	0.06296062469482422	0.05637001991271973
3_3	0.07497358322143555	0.05659365653991699
3_4	0.07028460502624512	0.057787179946899414
3_5	0.06672072410583496	0.06036663055419922
3_6	0.060242652893066406	0.0594327449798584
3_7	0.05861616134643555	0.06256961822509766
3_8	0.06949353218078613	0.06122231483459473
3_9	0.056897640228271484	0.05678606033325195
3_10	0.0764322280883789	0.07265615463256836
4_0	0.009676456451416016	0.010710477828979492
4_1	0.009510993957519531	0.009590864181518555
4_2	0.009674072265625	0.009479045867919922
4_3	0.009388446807861328	0.009517192840576172
4_4	0.009697914123535156	0.009718179702758789
4_5	0.010077714920043945	0.00980997085571289
4_6	0.014080286026000977	0.009479045867919922
5_0	0.0009381771087646484	0.08539175987243652
5_1	0.015546798706054688	0.0737466812133789
5_2	0.02021622657775879	0.07310700416564941
5_3	-1.0	0.07619643211364746
5_4	-1.0	0.06894421577453613
5_5	0.04198479652404785	0.12432718276977539
5_6	0.0011501312255859375	0.12348413467407227
5_7	0.0014219284057617188	0.11841773986816406
6_0	0.0002872943878173828	0.0002875328063964844
6_1	0.00029969215393066406	0.00024580955505371094
6_2	0.00027823448181152344	0.000263214111328125
6_3	0.00028133392333984375	0.0002713203430175781
6_4	0.00027680397033691406	0.00024628639221191406
6_5	0.0003230571746826172	0.00027823448181152344
6_6	0.00028204917907714844	0.00032401084899902344
6_7	0.0004799365997314453	0.00027871131896972656
6_8	0.000286102294921875	0.0002613067626953125
6_9	0.0002810955047607422	0.00028252601623535156
6_10	0.00028324127197265625	0.00027179718017578125
6_11	0.00029206275939941406	0.0002567768096923828
6_12	0.0002963542938232422	0.00031948089599609375
7_0	0.03525209426879883	0.03543400764465332
7_1	0.03738045692443848	0.03543496131896973
7_2	0.039324045181274414	0.03943657875061035
7_3	0.03442573547363281	0.0378415584564209
7_4	0.034240007400512695	0.03849220275878906
7_5	0.09371280670166016	0.03599858283996582
7_6	0.03529667854309082	0.03215289115905762
7_7	0.031958818435668945	0.04330182075500488
7_8	0.03582143783569336	0.03690052032470703
7_9	0.03252887725830078	0.035164594650268555
7_10	0.008766412734985352	0.03707718849182129
7_11	0.03793978691101074	0.034595489501953125
7_12	0.03644299507141113	0.036717891693115234
8_0	0.10828208923339844	0.10300874710083008
8_1	0.10905337333679199	0.10359835624694824
8_2	0.10961365699768066	0.10929632186889648
8_3	0.10757136344909668	0.1151432991027832
9_0	0.00024271011352539062	0.00020360946655273438
9_1	0.023157835006713867	0.0002377033233642578
